#### Simulations (1)
# Trig1.sint #1
0.0 0.0
0.002084473026748235 0.002084471586369384
0.004823713636293029 0.002084471586369384
0.006711414750957137 0.00671137071061606
0.008268617430200452 0.008268530226305951
0.01067349187094277 0.01067329350633428
0.01333115884811248 0.01067329350633428
0.01533651644097964 0.01533593128019768
0.01608665288462429 0.01608597012045531
0.01819537352278256 0.0181943909389192
0.02057486128879753 0.02057341058778123
0.02073582164666683 0.0207343341992507
0.02371206925970362 0.0207343341992507
0.0255515253052668 0.02554877101688814
0.02844038286158214 0.02554877101688814
0.02947181610347676 0.02946760806611992
0.03179294579670921 0.03178767085295824
0.03485528268687547 0.03178767085295824
0.036375302387596 0.03636740001278997
0.03802536423827416 0.03801629043792981
0.03944394368974507 0.03943377595786438
0.04160768524105602 0.04159571375375058
0.04368244393186182 0.04366860267842651
0.04598313627930615 0.04596695091757202
0.04794873994531466 0.04793033060948521
0.04894347597146564 0.04892388399514235
0.05057962642360702 0.05055800960446127
0.05323230319413286 0.05055800960446127
0.05481892202066047 0.05479145150606903
0.05671130939169973 0.05668090993213214
0.0595687374564875 0.05668090993213214
0.06068404277243209 0.06064687865747597
0.06260951101064247 0.06256870243427523
0.0632552324912084 0.06321312392229604
0.06559706222970826 0.06555014340567847
0.06646905560721837 0.06642019701759365
0.068872188711716 0.06881786050224023
0.06916581903624948 0.06911077722823639
0.07227832849042305 0.06911077722823639
0.07433113421567326 0.07426293145844635
0.07554450506301129 0.07547287186189777
0.07689829034449744 0.07682270196348794
0.08060039208403519 0.07682270196348794
0.0815031563180121 0.08141337958189883
0.08474076477329068 0.08141337958189883
0.08501835162010027 0.08491656719927214
0.08741275073368802 0.08730212643074799
0.08780166859494534 0.08768952714826314
0.09113376696985681 0.08768952714826314
0.09325295716779718 0.09311861768310566
0.09531661051715633 0.09517311976433279
0.09637775036424238 0.09622934557566946
0.09781781691276775 0.09766259626641235
0.09961687181844943 0.09945282798874988
0.1026653353655926 0.09945282798874988
0.1050724962341778 0.10487992587902
0.1073829227750156 0.1071771675619079
0.1085568969055075 0.1083442616127357
0.1109441844525753 0.1107171181003742
0.1129342087580709 0.1126945503055646
0.1151767565089411 0.1149225805211702
0.1175186917620251 0.11724863078666
0.1182980042851838 0.1180224842549907
0.120825214107938 0.1180224842549907
0.1229873560383414 0.1226777235398432
0.1247190473713156 0.1243961408122585
0.1272129061265644 0.1243961408122585
0.1293311409327648 0.1289710186927152
0.1306986851524305 0.1303269814059143
0.1324489848323234 0.1320620579516905
0.1339289425682736 0.1335288772940389
0.1359198034464382 0.135501588998401
0.1374357126432744 0.1370033330412913
0.1388773636896269 0.1384312134175321
0.1411686223618477 0.1407000514375069
0.143362757252128 0.1428719509311352
0.1456422005154663 0.1451274688047434
0.1461354074781738 0.1456153910299945
0.149673103367511 0.1456153910299945
0.1521002438575744 0.1515144146192353
0.1542679081783605 0.1536564851501347
0.1561352011529193 0.1555012394387394
0.1575725243387191 0.1569208808662514
0.1597385686851904 0.1590597902811464
0.1607090052988927 0.1600177014504564
0.162624502046627 0.1619082449845984
0.1644953990532003 0.1637540431283191
0.1668069856343622 0.1660339846572504
0.1677554327318785 0.1669690940801797
0.1701002642816916 0.1692804526375026
0.1712446293738751 0.1704081333173395
0.175070051630849 0.1704081333173395
0.1774500044752032 0.1765200148922234
0.1792089858626352 0.1782508991443455
0.1815892468247474 0.1805924225275552
0.1826183590620513 0.181604420444177
0.1845313494893402 0.1834852966217231
0.1866118976939298 0.1855299947609093
0.1887030754243971 0.1875845278591903
0.1895016029175973 0.1883687491615358
0.1915382242070799 0.1903685507686366
0.1933628234383359 0.1921594793785292
0.1960664465893536 0.1921594793785292
0.1960664465893536 0.1948122627292445
0.1985855455429771 0.1948122627292445
0.1998764004315902 0.1985478760163124
0.2022386577825269 0.2008624545384756
0.2033268185929563 0.2019281743424837
0.2064443966629967 0.2019281743424837
0.2085655202647011 0.2070563960004696
0.2096546952084941 0.2081217242222274
0.2120415264909412 0.2104556383118206
0.2142277505454773 0.2125924942253837
0.2150294594145592 0.2133756934176648
0.2173358694594356 0.2156285551902674
0.2191518713307718 0.2174014915220359
0.2214071819219764 0.2196020220534879
0.2233023827688334 0.2214502781331114
0.2263055511687178 0.2214502781331114
0.2277971367085505 0.2258314178960787
0.2339174429629471 0.2258314178960787
0.2363331875631186 0.2341416257162313
0.2385620554974743 0.236307697138207
0.2409700478567401 0.2386465942619155
0.2412461286639312 0.238914637576714
0.2437475622693938 0.238914637576714
0.2461626566292984 0.2436858138469334
0.2467020057966346 0.2442087833745035
0.2490489203551677 0.2464839209447339
0.2500517139731803 0.2474555471291663
0.252244205845328 0.2495791037017204
0.253683273427539 0.2509721673202502
0.2559119223416293 0.2531288702663089
0.2576713369631274 0.254830380543908
0.2610748154443404 0.254830380543908
0.2629179786844255 0.2599007842431338
0.2655148821289802 0.2599007842431338
0.2679072919010888 0.264715315417578
0.2689910259938342 0.2657600606841078
